Graph,Dc#Collection,C#Nodes,C#Edges,C#Density,C#Maximum degree,C#Minimum degree,C#Average degree,C#Assortativity,C#Total triangles,C#Average triangles,C#Maximum triangles,C#Avg. clustering coef.,C#Frac. closed triangles,C#Maximum k-core,C#Max. clique (lb),C#Upper bound of Chromatic number
socfb-UConn,Facebook Networks,17206,604867,0.00408654,1709,1,70,0.088615,10252326,595,21515,0.201941,0.132356,66,48,
socfb-UF,Facebook Networks,35111,1465654,0.00237787,8246,1,83,-0.0096485,36440373,1037,159087,0.221154,0.120511,84,53,
socfb-UIllinois,Facebook Networks,30795,1264421,0.00266671,4632,1,82,0.0278502,28052775,910,66178,0.214819,0.140501,86,53,
socfb-Wisconsin87,Facebook Networks,23831,835946,0.00294403,3484,1,70,-0.00354211,14586621,612,46791,0.21035,0.120134,61,33,
socfb-konect,Facebook Networks,59216211,92522012,5.28E-08,4960,1,3,-0.292913,19134840,0,7781,0.042728,0.00125,17,6,
socfb-nips-ego,Facebook Networks,2888,2981,0.000715069,769,1,2,-0.668214,273,0,52,0.0272474,0.00035938,4,4,
socfb-uci-uni,Facebook Networks,58790782,92208195,5.34E-08,4960,1,3,-0.294155,19126557,0,7781,0.0429952,0.00124961,17,6,
socfb-wosn-friends,Facebook Networks,63731,1269502,0.000625128,1826,1,39,0.163713,26650432,418,55041,0.211799,0.151545,85,26,
tech-RL-caida,Technological Networks,190914,607610,3.33E-05,1071,1,6,0.0247527,1364412,7,6044,0.158173,0.0607594,33,17,
tech-WHOIS,Technological Networks,7476,56943,0.00203793,1079,1,15,-0.0424688,2347482,314,22271,0.488923,0.306151,89,49,
tech-as-caida2007,Technological Networks,26475,53381,0.000152321,2628,1,4,-0.194646,109095,4,3813,0.208233,0.00731873,23,16,
tech-as-skitter,Technological Networks,1694616,11094209,7.73E-06,35455,1,13,-0.0814313,86309526,50,564609,0.2584,0.00538705,112,55,
tech-internet-as,Technological Networks,40164,85123,0.000105539,3370,1,4,-0.178102,189840,4,8513,0.205467,0.00663543,24,16,
tech-ip,Technological Networks,2250498,21644714,8.55E-06,1833169,2,19,1.00884,6896001,3,148179,0.00199255,3.36E-06,254,4,
tech-p2p-gnutella,Technological Networks,62561,147878,7.56E-05,95,1,4,-0.09273,6072,0,17,0.00546606,0.00387203,7,4,
tech-pgp,Technological Networks,10680,24340,0.000426824,206,1,4,0.239454,164934,15,2306,0.26598,0.377912,32,25,
tech-routers-rf,Technological Networks,2113,6632,0.00297222,109,1,6,0.0191614,31212,14,588,0.246429,0.22826,16,16,
scc-enron-only,Temporal Reachability,151,9828,0.867815,145,0,130,-0.0891616,1275801,8449,9683,0.927952,0.956528,120,119,
scc-fb-forum,Temporal Reachability,897,71011,0.176708,435,0,158,-0.220219,21884223,24397,70402,0.466629,0.870529,273,262,
scc-fb-messages,Temporal Reachability,1899,531893,0.295143,1253,0,560,-0.25056,413899686,217956,530538,0.586347,0.82024,707,694,
scc-infect-dublin,Temporal Reachability,10972,175573,0.00291713,219,1,32,0.61251,6941775,632,9129,0.799018,0.740365,84,70,
scc-infect-hyper,Temporal Reachability,113,6222,0.983249,112,85,110,-0.0619785,670551,5934,6110,0.986349,0.986032,106,106,
scc-reality,Temporal Reachability,6809,4714485,0.203405,6069,1,1384,-0.576046,6617726835,971908,4695661,0.87276,0.485114,1236,1227,
scc-retweet-crawl,Temporal Reachability,1131801,24015,3.75E-08,195,0,0,0.26318,73173,0,1056,0.00405199,0.293542,20,20,
scc-retweet,Temporal Reachability,18469,65990,0.000386941,551,0,7,-0.160895,10941963,592,52407,0.0454587,0.626467,175,157,
scc-rt-alwefaq,Temporal Reachability,4157,355,4.11E-05,39,0,0,-0.153274,4449,1,280,0.00874054,0.617745,16,16,
scc-rt-assad,Temporal Reachability,2035,96,4.64E-05,20,0,0,-0.324761,537,0,65,0.00824339,0.544073,8,8,
scc-rt-bahrain,Temporal Reachability,4659,129,1.19E-05,20,0,0,0.209355,555,0,66,0.00425941,0.525568,8,8,
scc-rt-barackobama,Temporal Reachability,9551,226,4.96E-06,43,0,0,-0.329245,1491,0,153,0.00400433,0.427956,10,10,
scc-rt-damascus,Temporal Reachability,2962,41,9.35E-06,8,0,0,0.500287,60,0,12,0.00185685,0.512821,5,5,
scc-rt-dash,Temporal Reachability,5968,39,2.19E-06,8,0,0,0.381065,84,0,13,0.00182721,0.613139,6,6,
scc-rt-gmanews,Temporal Reachability,8330,1078,3.11E-05,114,0,0,-0.509233,20418,2,950,0.011671,0.454936,22,22,
scc-rt-gop,Temporal Reachability,3716,7,1.01E-06,2,0,0,-0.166667,0,0,0,0,0,2,2,
scc-rt-http,Temporal Reachability,5691,6,3.71E-07,4,0,0,-0.714286,6,0,2,0.000527148,0.545455,3,3,
scc-rt-islam,Temporal Reachability,2,2,2,1,0,1,0,0,0,0,0,0,1,0,2
scc-rt-israel,Temporal Reachability,3686,12,1.77E-06,2,0,0,0.4,0,0,0,0,0,2,2,
scc-rt-justinbieber,Temporal Reachability,9364,442,1.01E-05,42,0,0,-0.343126,6753,0,375,0.00453619,0.627369,17,17,
scc-rt-ksa,Temporal Reachability,5775,23,1.38E-06,5,0,0,0.987377,60,0,10,0.00103896,0.983607,6,6,
scc-rt-lebanon,Temporal Reachability,3370,5,8.81E-07,1,0,0,nan,0,0,0,0,nan,2,2,
scc-rt-libya,Temporal Reachability,5021,26,2.06E-06,11,0,0,-0.18845,15,0,5,0.0013857,0.194805,3,3,
scc-rt-lolgop,Temporal Reachability,9742,4510,9.51E-05,249,0,0,-0.416257,175257,17,4247,0.0205271,0.485861,42,42,
scc-rt-mittromney,Temporal Reachability,7850,108,3.51E-06,25,0,0,-0.083512,198,0,38,0.00266292,0.294643,5,5,
scc-rt-obama,Temporal Reachability,3040,4,8.66E-07,1,0,0,nan,0,0,0,0,nan,2,2,
scc-rt-occupy,Temporal Reachability,3090,60,1.26E-05,11,0,0,0.320192,78,0,15,0.00249618,0.384236,5,5,
scc-rt-occupywallstnyc,Temporal Reachability,3594,931,0.000144193,112,0,0,-0.512631,14277,3,809,0.0253019,0.389699,18,18,
scc-rt-oman,Temporal Reachability,4452,13,1.31E-06,6,0,0,-0.198157,6,0,2,0.000628931,0.285714,3,3,
scc-rt-onedirection,Temporal Reachability,7704,368,1.24E-05,28,0,0,0.59098,8943,1,335,0.00394995,0.977698,27,27,
scc-rt-p2,Temporal Reachability,4785,15,1.31E-06,3,0,0,-0.105263,0,0,0,0,0,2,2,
scc-rt-qatif,Temporal Reachability,6718,11,4.88E-07,5,0,0,-0.565972,3,0,1,0.000446561,0.214286,3,2,
scc-rt-saudi,Temporal Reachability,6805,91,3.93E-06,16,0,0,0.118004,546,0,62,0.00259969,0.6825,8,8,
scc-rt-tcot,Temporal Reachability,4506,18,1.77E-06,4,0,0,0.121951,6,0,2,0.000739754,0.4,3,3,
scc-rt-tlot,Temporal Reachability,3513,8,1.30E-06,3,0,0,0,0,0,0,0,0,2,2,
scc-rt-uae,Temporal Reachability,4757,12,1.06E-06,3,0,0,-0.183099,3,0,1,0.00063065,0.428571,3,2,
scc-rt-voteonedirection,Temporal Reachability,1833,5,2.98E-06,2,0,0,1,3,0,1,0.00163666,1,3,3,
scc-twitter-copen,Temporal Reachability,8580,473614,0.0128686,1516,0,110,-0.407823,291171060,33936,469039,0.203078,0.699313,583,541,
web-BerkStan-dir,Web Graphs,685230,7600595,3.24E-05,84290,1,22,-0.176889,322306034,470,1004568,0.6447,0.011437,337,201,
web-BerkStan,Web Graphs,12305,19500,0.000257595,59,1,3,0.116594,30915,2,384,0.295545,0.284428,29,29,
web-EPA,Web Graphs,4271,8965,0.000983157,175,1,4,-0.304099,3144,0,103,0.0708485,0.0128409,7,4,
web-arabic-2005,Web Graphs,163598,1747269,0.000130568,1102,1,21,0.150021,65011059,397,5884,0.647657,0.947587,102,102,
web-baidu-baike-related,Web Graphs,415624,3284369,3.80E-05,127090,1,15,0.705272,77329820,186,380972,0.232021,0.0011931,256,66,
web-baidu-baike,Web Graphs,2140198,17783332,7.76E-06,97950,1,16,-0.268811,92428195,43,1341850,0.129033,0.00292242,83,30,
web-edu,Web Graphs,3031,6474,0.00140985,104,1,4,-0.168845,30174,9,523,0.564184,0.272115,30,30,
web-google-dir,Web Graphs,875713,5105039,1.33E-05,6353,1,11,-0.0488819,69625427,79,48152,0.601431,0.0894696,65,44,
web-google,Web Graphs,1299,2773,0.00328924,59,1,4,-0.0546939,15204,11,189,0.348321,0.531962,18,18,
web-hudong,Web Graphs,1974655,14682258,7.53E-06,61572,1,14,-0.220483,139056296,70,327455,0.0892735,0.00736266,529,267,
web-indochina-2004,Web Graphs,11358,47606,0.000738119,199,1,8,0.124555,630234,55,1475,0.709915,0.56697,50,50,
web-it-2004,Web Graphs,509338,7178413,5.53E-05,469,1,28,0.98524,1016652636,1996,93368,0.816026,0.948023,432,432,
web-italycnr-2000,Web Graphs,325557,3128710,5.90E-05,18278,1,19,-0.186978,96049976,295,720065,0.492983,0.0120702,162,66,
web-polblogs,Web Graphs,643,2280,0.0110464,165,1,7,-0.21787,9012,14,392,0.232016,0.160848,13,9,
web-sk-2005,Web Graphs,121422,334419,4.54E-05,590,1,5,0.0808632,2980263,24,3481,0.233198,0.473203,82,82,
web-spam,Web Graphs,4767,37375,0.00329012,477,1,15,4.73E-05,387051,81,6273,0.285979,0.145193,36,20,
web-uk-2005,Web Graphs,129632,11744049,0.00139774,850,1,181,0.996939,2513657160,19390,124251,0.988363,0.999717,500,500,
web-webbase-2001,Web Graphs,16062,25593,0.000198417,1679,1,3,-0.098495,63345,3,1362,0.224316,0.0249263,33,33,
web-wiki-ch-internal,Web Graphs,1930270,9353984,5.02E-06,29502,1,9,-0.0466194,70022089,36,600097,0.111251,0.00927161,128,32,
web-wikipedia2009,Web Graphs,1864433,4507315,2.59E-06,2624,1,4,0.0488784,6653808,3,12404,0.159551,0.0484692,67,31,
